image_id,label,file_path,0,1,2,3,4,5,6,7,8,9,10,11,12
0,3,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/0.jpg,0.0002585805195849389,0.3709390163421631,0.07536092400550842,0.4238739311695099,0.07253783941268921,0.04408014938235283,0.003927580080926418,0.00040085212094709277,0.0002152922679670155,0.0007310014916583896,0.007338369265198708,0.00033012739731930196,6.3093639255384915e-06
1,11,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/1.jpg,0.0007118236972019076,0.0040314653888344765,0.0022132862359285355,0.0007509307470172644,0.00024015395320020616,0.005350902210921049,0.0029831500723958015,0.00030363575206138194,0.00020625884644687176,0.0053923954255878925,6.295117054833099e-05,0.9772898554801941,0.000463193777250126
2,8,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/2.jpg,1.4632137208536733e-05,5.016189788875636e-06,0.00013764876348432153,6.653128821199061e-06,8.283361239591613e-06,1.4226336134015583e-05,4.496857582125813e-05,1.756558231136296e-05,0.999573290348053,7.321881275856867e-05,4.223889845889062e-05,1.7160942661575973e-05,4.509590507950634e-05
3,5,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/3.jpg,0.0006964298663660884,0.0006387596949934959,0.008783625438809395,0.010004576295614243,0.008194563910365105,0.9628106355667114,0.0016649209428578615,0.0008804253884591162,0.0008226598729379475,0.0016548109706491232,0.0009981323964893818,0.0026292530819773674,0.0002213420084444806
4,6,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/4.jpg,0.0017329484689980745,0.00020869380387011915,0.0015435661189258099,1.9643328414531425e-05,9.362924174638465e-06,0.0005156046827323735,0.9632884860038757,1.370977406622842e-05,3.53504074155353e-05,5.488079841597937e-05,2.356326831431943e-06,0.032571375370025635,4.086225999344606e-06
5,4,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/5.jpg,0.002123431535437703,0.0006631941068917513,0.036669425666332245,0.01837746798992157,0.9050593376159668,0.006341992877423763,0.0012973628472536802,0.0002776138426270336,0.00015536599676124752,0.0019524029921740294,0.000217551423702389,0.026716863736510277,0.0001479553320677951
6,0,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/6.jpg,0.9873392581939697,0.0005097086541354656,0.003648251760751009,0.0001921496877912432,1.8992950572283007e-05,2.4138584194588475e-05,0.0073105404153466225,0.000326148874592036,0.00011003705731127411,9.183105430565774e-05,0.00015521467139478773,0.0001982840767595917,7.541942613897845e-05
7,3,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/7.jpg,8.440516830887645e-05,0.0010872639250010252,0.0031358199194073677,0.9798392057418823,0.00011210797674721107,6.389468762790784e-05,0.00014125852612778544,0.00017880408267956227,0.00010579367517493665,0.00018473730597179383,1.4414143151952885e-05,0.015049399808049202,2.8809545256081037e-06
8,12,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/8.jpg,0.004345965106040239,0.00579518498852849,0.13166789710521698,0.002591015538200736,0.00017687203944660723,0.0011804667301476002,0.001548599568195641,0.0004245744785293937,0.013038085773587227,0.2960551381111145,0.19111445546150208,0.00021040574938524514,0.35185128450393677
9,2,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/9.jpg,0.0001092103702831082,0.0011658371658995748,0.9972538948059082,5.9673708165064454e-05,0.00011674908455461264,0.00019079115008935332,0.0003638146154116839,6.540678441524506e-05,0.0001186626250273548,0.0002644036430865526,0.00012470237561501563,0.00012662328663282096,4.020157939521596e-05
10,3,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/10.jpg,0.00014204479521140456,0.00603480963036418,0.0004361155442893505,0.9827203750610352,0.00034530257107689977,0.008892267011106014,0.00018212280701845884,6.938446313142776e-05,2.093636976496782e-05,0.0008460041135549545,0.00013579599908553064,0.000137546710902825,3.7279452953953296e-05
11,7,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/11.jpg,0.006311437115073204,9.024642349686474e-05,0.004755884408950806,0.0006246187840588391,0.15754950046539307,0.00011255501885898411,0.00011576665565371513,0.7938348054885864,0.03497432917356491,0.00048038753448054194,1.2006950782961212e-05,0.000982467900030315,0.00015594970318488777
12,2,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/12.jpg,5.9905072703259066e-05,5.358385533327237e-05,0.9987549781799316,1.6882364434422925e-05,2.2603759134653956e-05,0.0002705925435293466,0.0001471597352065146,2.669322202564217e-05,5.7503169955452904e-05,0.0001154601777670905,0.00037483120104297996,5.545149906538427e-05,4.443943180376664e-05
13,0,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/13.jpg,0.9874324202537537,7.908855332061648e-05,0.0005236291326582432,1.7305341316387057e-05,2.9009465833951253e-06,8.838651410769671e-05,0.011539207771420479,4.362315667094663e-05,2.388217399129644e-05,0.00014410543371923268,4.750457446789369e-05,3.1622741516912356e-05,2.6282647013431415e-05
14,11,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/14.jpg,5.3530384320765734e-05,8.622439054306597e-05,0.0009037625277414918,9.976844012271613e-05,0.0004279502318240702,0.000327293761074543,0.0012594254221767187,9.072922694031149e-05,0.0006664079846814275,7.841927435947582e-05,0.002021804917603731,0.9938416481018066,0.00014300242764875293
15,9,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/15.jpg,0.0008650340605527163,0.0012292151805013418,0.25558799505233765,0.01192152313888073,0.2655440866947174,0.0012876124819740653,0.00012489302025642246,0.005086154211312532,0.0001838516182033345,0.45208680629730225,0.004927034955471754,0.0010525868274271488,0.00010318536078557372
