image_id,label,file_path,0,1,2,3,4,5,6,7,8,9,10,11,12
0,5,./eda_output/output/train/0.jpg,0.021852640435099602,0.02614780142903328,0.024867624044418335,0.09415475279092789,0.14012928307056427,0.3220082223415375,0.0027079004794359207,0.019247237592935562,0.034088071435689926,0.025511793792247772,0.015103134326636791,0.1868448406457901,0.08733668178319931
1,11,./eda_output/output/train/1.jpg,0.013392286375164986,0.008349690586328506,0.03478832170367241,0.02436671406030655,0.026487765833735466,0.012305540964007378,0.24503058195114136,0.0017496717628091574,0.0032133287750184536,0.007552635855972767,0.005224618595093489,0.33177676796913147,0.28576210141181946
2,8,./eda_output/output/train/2.jpg,0.0006839446141384542,0.0007150860037654638,0.004350920673459768,0.0017016507918015122,0.0009688364807516336,0.001654275692999363,0.012340826913714409,0.0031922890339046717,0.966375470161438,0.002999410731717944,0.002578452229499817,0.001941892085596919,0.0004969742731191218
3,5,./eda_output/output/train/3.jpg,0.0027624715585261583,0.019570907577872276,0.017394941300153732,0.0010217081289738417,0.003053155494853854,0.5120753049850464,0.01056225597858429,0.0008409643778577447,0.008284090086817741,0.23386767506599426,0.013486200012266636,0.005741453263908625,0.17133881151676178
4,0,./eda_output/output/train/4.jpg,0.22010576725006104,0.014590011909604073,0.08600746095180511,0.003683868795633316,0.14558330178260803,0.20362059772014618,0.1959563046693802,0.05478407070040703,0.005929199047386646,0.01377652958035469,0.006698274053633213,0.04038874804973602,0.008875846862792969
5,4,./eda_output/output/train/5.jpg,0.10547679662704468,0.04809127748012543,0.1343381702899933,0.004162922967225313,0.3920854926109314,0.20567888021469116,0.014507187530398369,0.018079597502946854,0.0029379166662693024,0.014080873690545559,0.0034542661160230637,0.05544346570968628,0.0016631798353046179
6,0,./eda_output/output/train/6.jpg,0.4295031428337097,0.10365492105484009,0.27524298429489136,0.030682086944580078,0.0014824054669588804,0.002107347594574094,0.013158218935132027,0.027596358209848404,0.012282971292734146,0.007339272648096085,0.009371036663651466,0.05140164867043495,0.03617757558822632
7,3,./eda_output/output/train/7.jpg,0.011568035930395126,0.012795878574252129,0.06038791313767433,0.5815931558609009,0.2219947874546051,0.014594287611544132,0.054563768208026886,0.004403844475746155,0.004846479743719101,0.00810990296304226,0.0012267022393643856,0.021066388115286827,0.0028488170355558395
8,12,./eda_output/output/train/8.jpg,0.007857238873839378,0.004257620312273502,0.04330374300479889,0.005628635641187429,0.005888195242732763,0.007107787299901247,0.012403941713273525,0.0017420861404389143,0.12405253946781158,0.21451115608215332,0.020040951669216156,0.002743212506175041,0.5504628419876099
9,2,./eda_output/output/train/9.jpg,0.000466180092189461,0.0011230669915676117,0.9879193305969238,0.0001890485145850107,0.0012565519427880645,0.00321193877607584,0.0002360520011279732,0.001964680152013898,0.0007077596383169293,0.001413468038663268,0.0001369607780361548,0.0011744420044124126,0.0002005955611821264
10,1,./eda_output/output/train/10.jpg,0.0309771541506052,0.4607093334197998,0.05754293501377106,0.04710382968187332,0.03574954718351364,0.1801544427871704,0.03021831065416336,0.0018629457335919142,0.0020251222886145115,0.10135488212108612,0.009155070409178734,0.03493618220090866,0.008210284635424614
11,7,./eda_output/output/train/11.jpg,0.0751604363322258,0.020192358642816544,0.06532621383666992,0.007005620282143354,0.06043552607297897,0.017331590875983238,0.004121977370232344,0.6983453035354614,0.026689425110816956,0.005031114909797907,0.0030110434163361788,0.013972675427794456,0.003376659005880356
12,2,./eda_output/output/train/12.jpg,0.009748205542564392,0.02702411636710167,0.906348466873169,0.0005618978757411242,0.011156507767736912,0.02164662629365921,0.004542260896414518,0.0016617490909993649,0.0007951655425131321,0.005393628031015396,0.0015263913664966822,0.006617364007979631,0.002977624535560608
13,5,./eda_output/output/train/13.jpg,0.20184186100959778,0.04186173528432846,0.22850844264030457,0.0039102304726839066,0.0060547152534127235,0.23366034030914307,0.015485330484807491,0.006726066116243601,0.01289329119026661,0.10056661069393158,0.004686436615884304,0.0531192310154438,0.09068567305803299
14,8,./eda_output/output/train/14.jpg,0.008749116212129593,0.05653798580169678,0.008425634354352951,0.00495610386133194,0.007111768703907728,0.007922662422060966,0.04203163832426071,0.005463943351060152,0.4852811098098755,0.02788432501256466,0.15745481848716736,0.17693784832954407,0.011243054643273354
15,2,./eda_output/output/train/15.jpg,0.11764166504144669,0.12230505049228668,0.22771863639354706,0.08753038942813873,0.1674252450466156,0.008337296545505524,0.0010820170864462852,0.17883729934692383,0.00536379124969244,0.06176020950078964,0.010747594758868217,0.004115033429116011,0.007135769352316856
