image_id,label,file_path,0,1,2,3,4,5,6,7,8,9,10,11,12
0,5,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/0.jpg,0.00014544735571083342,0.12366553913389566,0.025190986313342968,0.14142836908164708,0.024422075082005296,0.680114054431518,0.0013484725564770392,0.00014059776534243915,7.314771206286727e-05,0.0005677019466929778,0.0024517270384573444,0.00044796270867664134,3.901998525179806e-06
1,11,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/1.jpg,0.000426305310384123,0.0014622744651736261,0.0008857104163932187,0.0006206256909232858,0.00014222192953639023,0.0047184189000593815,0.0012358441593581422,0.00017309026088696555,0.00011818567319702804,0.0021599073540225313,8.955384631311365e-05,0.9877639810244243,0.00020382915818117908
2,8,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/2.jpg,8.357908579152234e-06,7.103567668309552e-06,8.380102978359598e-05,7.258726630728536e-06,4.980527251063904e-06,1.0507256168542273e-05,5.3582116985732384e-05,1.0448785966824895e-05,0.9997180501619974,4.270026965969009e-05,1.8095919851172464e-05,1.376248413483457e-05,2.1339616296245367e-05
3,5,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/3.jpg,0.007095769202957551,0.0013037447060924023,0.006488029437605292,0.0037913860214757733,0.0030245717110422747,0.9551400542259216,0.0005988331395201385,0.00046528587699867785,0.0003168986828920121,0.0195883015015473,0.0004562704828761828,0.0015802767011336982,0.00015062392049003392
4,6,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/4.jpg,0.00279410162086909,0.0004104843901586719,0.029177277899483062,0.0009449904644801185,0.0014655163407345146,0.002073599462164566,0.9413868586222331,0.00025438714510528365,0.001850616253705084,0.0007187291084846948,0.0012941026330584766,0.017079087362314265,0.0005502484409589669
5,4,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/5.jpg,0.0010828973366490875,0.024178713041086063,0.028609106006721653,0.03636108998519679,0.8798102140426636,0.012053762795403598,0.0029891024993654964,0.0016258168179774655,0.00019717120054944343,0.0018048724353623886,0.0015469716648415972,0.009622574344878862,0.00011767898043520592
6,0,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/6.jpg,0.9737391670544941,0.0008896643654831375,0.013656482556446765,0.00032008287477462244,0.0002088403615137698,0.0006184629813409023,0.00618684571236372,0.00029396219179034233,0.0001941186007267485,0.00014566336661422005,9.53750259213848e-05,0.0027386973185154297,0.0009126050063059665
7,3,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/7.jpg,0.0006804175968871581,0.0006223266197290893,0.007443195433249154,0.9766575495402019,0.004857523426683959,0.00048645122266558854,0.002731314471020596,0.0005257353194186484,3.991129527491921e-05,0.0007659480038455513,1.2332844524583681e-05,0.005051556047571164,0.0001257544461168436
8,12,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/8.jpg,0.0015189101001548504,0.0021193201488737636,0.04870583408046514,0.001802993612879315,0.00043144840985102445,0.0007084336527138172,0.0027283469595810552,0.00020000211467655998,0.00563023101494764,0.1416781189230581,0.07458592245044808,0.0003047933290266277,0.7195856173833212
9,2,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/9.jpg,0.0004061479970308331,0.0008562560542486608,0.9964179992675781,0.00018689799253479578,9.244256458866099e-05,0.0009320915487478487,0.0002844119444489479,0.00029126173709907255,0.0001262459045392461,0.00018196128075942397,0.00010169913002755493,8.362878482633582e-05,3.8966960952772446e-05
10,3,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/10.jpg,0.00025806643679970875,0.037200510453355186,0.0002987883296251918,0.9563226898511252,0.0003094769344897941,0.00464743867632933,0.00016783684986876324,4.5774649909920605e-05,9.70843620962114e-06,0.0005389472898968961,5.203455483145566e-05,0.00012946082036554193,1.921092143675196e-05
11,7,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/11.jpg,0.009560282963017624,0.00015875493409112096,0.009098186468084654,0.048349356317582234,0.27782416343688965,0.00032892312568340765,0.0007548189605586231,0.639043649037679,0.01290356315439567,0.0004875566034267347,8.705457488152508e-05,0.0012434742335850995,0.00016019280398419747
12,2,C:\Users\81908\jupyter_notebook\pytorch_lightning_work\probspace_religious_art\notebook\eda\output/train/12.jpg,9.001472790259868e-05,5.109724346160267e-05,0.9993766943613689,1.3207550788744509e-05,1.530370658050136e-05,0.00010701747608739727,6.862030386400875e-05,1.7059845049516298e-05,2.8711658463483523e-05,5.494987090060022e-05,0.00013026423312112456,2.598149452145056e-05,2.1096701857459266e-05
