id,label,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,5.0,0.00013466264,0.06959438,0.016451767,0.2061785,0.02505918,0.6798,0.0004992029,9.722672e-05,8.947746e-05,0.00069567485,0.0010854733,0.000310135,4.3463947e-06
1.0,11.0,0.0002098786,0.00014259694,0.0003613328,0.00012229888,5.2359424e-05,0.00089706894,0.0008651796,7.608148e-05,5.0033257e-05,0.0011762665,3.0158224e-05,0.9959185,9.823705e-05
2.0,8.0,9.663608e-06,7.105908e-06,8.0569596e-05,7.0950723e-06,5.739635e-06,1.1180578e-05,4.7446676e-05,1.201969e-05,0.9997148,4.766166e-05,1.8211183e-05,1.5880381e-05,2.2640646e-05
3.0,2.0,0.013068609,0.0020595093,0.0086399885,0.0038219087,0.0030243823,0.93087286,0.000606705,0.000458514,0.00029246687,0.035159282,0.0005066192,0.0013382453,0.00015094629
4.0,6.0,0.00086950115,0.00035349652,0.029068656,0.00042578718,0.0015707179,0.0023612147,0.93990564,0.00023821137,0.00037803245,0.0005057385,0.0017176922,0.02203393,0.0005714106
5.0,4.0,0.0007803351,0.005578025,0.03777528,0.013533642,0.9238985,0.008086123,0.0012242513,0.0010279363,0.00011185393,0.0011384744,0.00039635017,0.006335366,0.00011386554
6.0,0.0,0.9868087,0.0003834048,0.0034393622,0.0004097858,5.6081917e-05,0.00011817695,0.007203085,0.00030140855,0.00015674716,0.00012010859,0.0001061126,0.00042761062,0.00046938084
7.0,3.0,0.00038557182,0.0007142479,0.009664417,0.9714934,0.0048644426,0.00039797128,0.0029053083,0.0005215002,5.6174747e-05,0.00073499297,1.3430833e-05,0.008143087,0.0001054683
8.0,12.0,0.00107975,0.0037039474,0.06567262,0.0024958737,0.0005356868,0.00066290493,0.0037551392,0.00023275148,0.0070460723,0.08903778,0.05484879,0.00037978822,0.7705489
9.0,2.0,0.00045085629,0.00095224805,0.9960041,0.00020678646,7.109309e-05,0.001196883,0.00029149093,0.00031990363,0.00013091399,0.00016537537,9.389964e-05,7.6745884e-05,3.96499e-05
10.0,3.0,0.00023040088,0.010135778,0.00037865838,0.98161054,0.0003090334,0.0061824447,0.0001688508,5.5404715e-05,1.4910762e-05,0.0006635173,9.4650895e-05,0.00012619776,2.957547e-05
