id,label,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,5.0,0.021760238,0.009968364,0.09460851,0.10364828,0.048586458,0.6833608,0.0007666718,0.0014548985,0.0019347201,0.0038821802,0.021342559,0.008613489,7.283771e-05
1.0,11.0,5.451075e-05,4.7732716e-05,6.899768e-05,7.440283e-05,3.195424e-05,4.7011068e-05,4.2012474e-05,3.0392825e-05,5.170434e-06,0.0008247754,6.784384e-05,0.9986561,4.8993777e-05
2.0,8.0,2.1616828e-05,3.684031e-05,0.00018595881,2.8470427e-05,2.7494307e-05,2.4566229e-05,0.00016450306,9.232161e-05,0.9991438,0.00013285529,8.974952e-05,2.8388808e-05,2.3482558e-05
3.0,2.0,0.0003475074,0.00063519983,0.0030736886,0.0002738322,0.00066271034,0.98314375,0.0017642552,0.00051179767,0.0010668508,0.0052528866,0.00043404056,0.0018368615,0.0009966672
4.0,6.0,0.012341556,0.0010786394,0.013361015,0.0022943476,0.003934898,0.0034405487,0.9563195,0.00018926371,0.0016932953,0.0012450493,0.0013451789,0.0024964386,0.00026026953
5.0,4.0,0.0012429756,0.10967966,0.28662714,0.008371818,0.47209394,0.027856432,0.0006455141,0.0025695711,0.0004459447,0.002838364,0.08137113,0.006139731,0.00011769393
6.0,0.0,0.9996791,0.00015935603,7.4621657e-06,5.064798e-06,3.2171095e-06,3.9943416e-06,7.5715405e-05,1.3760685e-05,1.3218049e-06,6.2479517e-06,9.979007e-07,2.297156e-05,2.0791662e-05
7.0,3.0,0.00015294163,0.012428887,0.0077858972,0.9752448,0.0021563426,5.54181e-05,0.0003722574,0.00025454842,7.865321e-06,0.00012659449,7.962433e-06,0.0013153884,9.098024e-05
8.0,12.0,0.0014394545,0.00020778796,0.003512051,0.00019182824,0.00013883122,0.0002784373,0.0005086976,6.629041e-05,0.026366191,0.3517007,0.44632903,0.002177733,0.16708298
9.0,2.0,0.0006464747,0.0008120611,0.98785394,0.007045588,0.000821561,0.0003049193,3.855379e-05,0.0002524201,0.00095823297,0.0006154288,0.0004563212,6.20693e-05,0.00013240679
10.0,3.0,0.010084613,0.1879462,0.0020381093,0.7728086,0.00538589,0.018799378,0.00011838676,3.6498033e-05,3.665873e-06,0.0018274803,0.00032277257,0.0005993434,2.9000419e-05
11.0,7.0,0.00638452,0.0016192418,0.06597657,0.0057500284,0.32022277,0.0011955176,0.0011938348,0.5813054,0.004292331,0.0062914765,0.00013267912,0.0039772172,0.0016584712
12.0,2.0,0.0006662332,0.002050014,0.9955918,0.00047941483,0.00023329655,0.00012188483,0.00011974251,0.00013953702,4.442403e-05,0.00012372198,9.4309136e-05,0.00029979355,3.5922327e-05
13.0,6.0,0.16208194,0.00090843043,0.0014402657,2.8941562e-05,5.335225e-05,0.00045884665,0.83393914,0.00011360016,3.068497e-05,0.00071332004,2.449536e-05,3.671587e-05,0.00017020013
14.0,11.0,0.00019053569,4.4136355e-05,0.00016614074,2.3013621e-05,3.9035065e-05,2.5467525e-05,0.00039813502,0.00019383046,0.00033942112,0.00018117264,0.00028092889,0.997889,0.00022923066
15.0,4.0,0.35034123,0.0044051367,0.08970276,0.0031519767,0.44894752,0.002534882,0.001039009,0.018094672,0.00013674585,0.06308528,0.00013595013,0.018170334,0.00025455878
16.0,10.0,0.0016424767,0.051888663,0.30342466,0.009503367,0.059343603,0.09403628,0.001366714,0.003610529,0.0029016351,0.017121993,0.4508947,0.003772951,0.00049243023
17.0,0.0,0.9624141,0.00030971886,7.218842e-05,2.1710324e-05,2.6494512e-05,1.4813127e-05,0.036864977,1.2708835e-05,0.00019735594,2.5538402e-05,1.4259121e-05,8.864248e-06,1.7176078e-05
