id,label,pred,0,1,2,3,4,5,6,7,8,9,10,11,12,fold
4,6,6,0.0059200088,0.0015632939,0.036229055,0.004990018,0.000416056,0.004841217,0.93435967,0.000416056,0.0049924552,0.0005431695,0.0037528947,0.0019060579,7.007526e-05,0
9,2,2,0.0013332566,0.001382987,0.9663847,0.021019215,0.002290971,0.00079070014,6.637895e-05,0.0006723705,0.0027855376,0.001631149,0.0011398381,0.00013408913,0.00036878858,0
16,10,2,0.003117494,0.032827858,0.77313775,0.0020025123,0.17083387,0.0043557733,0.0005913637,0.0027237774,0.00054906256,0.0035934737,0.0053482177,0.0007578445,0.00016103956,0
17,0,0,0.9979824,0.00032164608,5.5553603e-05,1.7952147e-05,3.0897598e-05,9.133312e-06,0.0010014398,1.9241043e-05,0.00048190582,1.7536286e-05,1.7230723e-05,7.69102e-06,3.7360718e-05,0
19,8,8,0.0012107085,0.00048076428,0.00083454844,0.00021219508,0.0009538408,0.0007394592,0.00061625947,0.0009193491,0.9912527,0.0012712922,0.00055715203,0.00046711176,0.000484535,0
25,2,11,0.030436821,0.022640824,0.030259006,0.008293584,0.00043288784,0.009282706,0.049839966,0.0011595999,0.0027412842,0.0023174277,0.00071092887,0.83478695,0.007097884,0
32,6,9,0.30128664,0.0076072915,0.23740818,0.0017845315,0.011786898,0.010337186,0.009728685,0.036657456,0.03789503,0.34007153,0.0026015542,0.000769018,0.0020660537,0
46,1,1,0.00047111564,0.98328894,8.3431376e-05,0.0142467385,0.0017418809,4.261778e-05,2.469775e-06,8.322567e-06,7.848663e-05,1.576264e-05,1.0801802e-05,4.3430646e-06,5.187825e-06,0
52,9,9,1.5799913e-05,2.685032e-05,4.571856e-05,6.694371e-05,7.6024015e-05,2.7783924e-05,3.793905e-05,3.7314403e-05,3.5259633e-05,0.9991817,0.00012220368,0.0001902863,0.00013622409,0
53,8,8,2.1168604e-05,1.8248478e-05,4.0663086e-05,2.3876159e-05,7.842082e-05,3.3617394e-05,5.2899054e-06,2.797546e-05,0.99970394,1.1979337e-05,1.3667478e-05,9.663341e-06,1.14196055e-05,0
56,12,9,0.002993835,0.05249999,0.014411512,0.0914233,0.014674243,0.00800019,0.050686356,0.0037041202,0.00068989326,0.7176969,0.026527869,0.0107523,0.0059394334,0
61,9,9,0.00019086507,5.7856352e-05,0.0006430139,4.1958214e-05,0.0004357228,6.517682e-05,3.9033046e-05,7.556953e-05,1.9877807e-05,0.99831355,7.6311124e-05,8.173784e-06,3.293338e-05,0
64,4,4,0.0017972011,0.05995263,0.03600973,0.26504058,0.6259421,0.0010948584,0.0021731374,0.00017004713,0.0010325498,0.0036508893,0.0006531317,0.0020847896,0.00039847233,0
65,11,11,0.00026641256,0.00033022286,0.00033042446,0.0069281417,5.106966e-05,0.00037852148,0.0006733681,6.699882e-05,4.882628e-05,0.00012578294,1.9960144e-05,0.9907698,1.04977335e-05,0
69,0,0,0.9863392,0.00067322707,0.0007700706,0.00014554226,0.00011412592,0.00086899014,0.003922215,0.000831426,1.7264125e-05,0.00019546637,1.960106e-05,0.0057067894,0.00039591477,0
73,3,8,0.016138887,0.0065622227,0.110558875,0.0006835952,0.013994348,0.01275445,0.013269006,0.001569356,0.7659332,0.04123222,0.0017439175,0.00026874748,0.015291188,0
77,0,0,0.99726236,8.8862085e-05,0.00094192475,6.0127095e-05,1.5831283e-05,2.390523e-05,0.0009456114,7.582243e-05,0.00011149885,0.00042622047,1.0504793e-05,3.0155577e-06,3.4242665e-05,0
79,5,5,0.0012113409,0.0023987687,0.00376551,0.0021042814,0.002464663,0.6768242,0.30151442,0.0007124584,0.0012388567,0.00541033,0.00019842303,0.00031094623,0.0018457219,0
83,9,9,2.8256045e-05,3.0581923e-05,7.740086e-05,4.7319973e-05,0.00012938493,2.1059719e-05,2.6081581e-05,4.8679245e-05,1.940112e-05,0.9994299,7.477264e-05,1.9477056e-05,4.764456e-05,0
94,2,0,0.88374627,0.02048149,0.026068626,0.0042850384,0.00019253629,0.0055591455,0.005096379,0.0019153352,0.015131627,0.000703581,0.0001895513,0.03433355,0.0022968377,0
98,0,6,0.04770239,0.0046841325,0.05426545,0.008440554,0.17380781,0.0037072636,0.51184833,0.0038286818,0.0005309617,0.18537918,0.00053932314,0.0036604963,0.0016054113,0
99,3,3,0.0004667737,0.008074212,0.00038981365,0.98763764,0.00041032038,0.0001375744,0.00035505937,2.7142967e-05,6.297675e-06,4.253541e-05,1.9897045e-05,0.0024101543,2.2458404e-05,0
103,2,2,0.00061688456,8.707199e-05,0.99498725,9.036387e-05,0.0010448185,0.00031911873,0.00015859352,0.0013991088,0.0002790207,0.00014133177,0.0006959142,4.6606277e-05,0.00013394098,0
109,8,2,0.0003420925,4.5048397e-05,0.99032086,0.00020728707,0.000468099,0.0019343044,0.00010504796,0.00025015802,0.0053407857,0.0004809577,0.00018186147,1.0679054e-05,0.0003128506,0
113,9,4,0.005739442,0.056568258,0.00995568,0.043584682,0.37358415,0.0033839436,0.016255619,0.0034338778,0.002341701,0.15542918,0.0021572763,0.27225444,0.055311844,0
123,2,3,0.03501514,0.03756576,0.0016675359,0.87015486,0.0214881,0.0054224418,0.00013157164,9.403e-05,0.009332612,0.018379746,0.0003275566,0.00027421882,0.00014649237,0
125,12,6,0.08484313,0.03146836,0.09137964,0.0071994676,0.016907662,0.0032545752,0.4091354,0.0009639315,0.05534343,0.11316986,0.009802141,0.008951136,0.16758122,0
130,6,6,0.004691692,0.0012795095,0.006586932,0.021939171,0.00022343377,0.029958023,0.8502244,0.004503152,0.0011961333,0.0019624846,0.038354333,0.034684103,0.0043966896,0
