id,label,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,5.0,0.013746913,0.016898295,0.09580455,0.060888544,0.06191845,0.5017422,0.0021235247,0.0100859525,0.015075115,0.01828401,0.010066647,0.17113684,0.022228999
1.0,11.0,0.009291168,0.010171189,0.021214202,0.02261733,0.019108927,0.013746239,0.11929161,0.0014750152,0.0037612636,0.039634336,0.005826333,0.35233936,0.38152304
2.0,8.0,0.006284047,0.0043200906,0.025830286,0.0018058401,0.00231536,0.016032336,0.017497556,0.00616312,0.8764649,0.0049953586,0.022045977,0.010510807,0.0057342784
3.0,2.0,0.001970118,0.009037901,0.06543267,0.0010451378,0.010365868,0.7673772,0.004932781,0.0022277676,0.004145687,0.058160216,0.008333918,0.020802798,0.046167966
4.0,6.0,0.14633341,0.011178441,0.09521825,0.0064209974,0.10871944,0.08494388,0.1897323,0.015747158,0.008583842,0.0775505,0.013683305,0.14331575,0.09857273
5.0,4.0,0.0602216,0.078650594,0.10417073,0.048622143,0.45091513,0.14256838,0.020877495,0.026868684,0.005038543,0.03237493,0.0050432454,0.02322383,0.0014246894
6.0,0.0,0.7051842,0.07637591,0.107313655,0.025382804,0.0017486172,0.0037434835,0.010321881,0.012716673,0.0054511707,0.0032950565,0.0033493377,0.02844165,0.01667547
7.0,3.0,0.007173881,0.01646742,0.05628863,0.7579407,0.094948865,0.009133278,0.019171711,0.003136998,0.002813942,0.014594979,0.0009532268,0.011639897,0.005736508
8.0,12.0,0.0053327954,0.0066340733,0.06939957,0.0048961476,0.008794201,0.016111374,0.008187598,0.002536512,0.05565953,0.11710919,0.028551467,0.0056082043,0.6711793
9.0,2.0,0.0027703373,0.0051035616,0.96579385,0.0031520685,0.000949213,0.013340674,0.0011848807,0.0019551583,0.00069430686,0.0026674594,0.0005345064,0.0012093956,0.00064459234
10.0,3.0,0.045883507,0.27299803,0.03656498,0.1640265,0.14675662,0.10804092,0.019952504,0.0037707302,0.001835964,0.14011873,0.008316937,0.041436356,0.01029821
