id,label,0,1,2,3,4,5,6,7,8,9,10,11,12
0.0,5.0,0.007734761,0.019850412,0.119357824,0.019116491,0.03352576,0.67125875,0.011562298,0.004742255,0.010380606,0.016058281,0.0062758313,0.07088328,0.009253374
1.0,11.0,0.00755359,0.012515888,0.011572772,0.012517009,0.008772096,0.020060154,0.023417735,0.0054768934,0.0026911637,0.018210875,0.007893448,0.8435624,0.025755906
2.0,8.0,0.0015970968,0.0029658333,0.0145731615,0.0016489393,0.001862857,0.0049388576,0.009631962,0.0037621958,0.93533653,0.008061362,0.0040334375,0.009507132,0.0020806075
3.0,2.0,0.0028147388,0.0040702205,0.10317981,0.0056230146,0.015693184,0.6878724,0.0065020453,0.002082667,0.0034082502,0.10720488,0.003676616,0.020478085,0.0373941
4.0,6.0,0.0024764838,0.00065266434,0.010714578,0.00014548641,0.0022782667,0.0014469642,0.96584314,0.0012579125,0.00040274745,0.0047422103,0.0017609294,0.0078639565,0.00041469935
5.0,4.0,0.027037947,0.041589748,0.066294916,0.07731188,0.65582925,0.034450974,0.019055683,0.004413891,0.006809916,0.008267026,0.0030833073,0.052700195,0.0031551814
6.0,0.0,0.70454985,0.032796018,0.05032788,0.04826817,0.0030042895,0.002667921,0.10531094,0.011323523,0.00888594,0.002438488,0.0036112836,0.012499812,0.014315902
7.0,3.0,0.003851088,0.017554374,0.028539747,0.809889,0.09762328,0.0024000767,0.016803129,0.003744711,0.0021940002,0.0047292127,0.0068791118,0.0036803568,0.0021119758
8.0,12.0,0.008267208,0.0033082112,0.03797158,0.0024798815,0.0026064974,0.004941381,0.0033127994,0.0030245965,0.007866736,0.11678606,0.05916245,0.0036889603,0.7465837
9.0,2.0,0.002952033,0.0014174705,0.9622497,0.0012492483,0.0014578932,0.020758012,0.0046328753,0.0012249845,0.0010334285,0.0017739859,0.00038924618,0.0004102642,0.00045084383
10.0,3.0,0.0738493,0.5280641,0.026181921,0.10552627,0.03036026,0.095250994,0.01864869,0.0050202725,0.0013881569,0.08452911,0.0055267587,0.017219752,0.008434418
11.0,7.0,0.035015758,0.007894474,0.023551641,0.014198397,0.13193546,0.033315822,0.010572522,0.70961434,0.0027671165,0.016314385,0.0063025313,0.0044326726,0.004084812
12.0,2.0,0.013393004,0.04398619,0.8907555,0.00097519316,0.00928,0.009265264,0.0057273083,0.0013798733,0.002170855,0.005981289,0.004376994,0.009584505,0.0031239986
13.0,6.0,0.0732677,0.0023761855,0.015747102,0.0032879722,0.0018862062,0.0079918485,0.88204855,0.0047110156,0.0003911976,0.0026467983,0.0005612424,0.0018184679,0.0032657788
14.0,11.0,0.001511225,0.0020478552,0.0039513037,0.00036512988,0.001977211,0.0019014822,0.019335184,0.0036194802,0.02922303,0.00309899,0.024303516,0.9056659,0.0029997078
15.0,4.0,0.05075896,0.0076174513,0.34531525,0.06555218,0.31506783,0.0024738777,0.0011624597,0.05885764,0.02403751,0.08500639,0.028513893,0.0035731178,0.012063504
16.0,10.0,0.013313547,0.027265808,0.18641226,0.10819552,0.13193779,0.036730677,0.0063393004,0.0036619317,0.056052834,0.031995017,0.38418925,0.010201518,0.0037045216
17.0,0.0,0.892155,0.003190628,0.014010273,0.004501996,0.0016027979,0.0016301252,0.06872643,0.0023613137,0.002288535,0.005215721,0.0018746937,0.0016589734,0.0007835063
18.0,6.0,0.13235487,0.25132474,0.02496172,0.03295928,0.009506394,0.0047044414,0.3961793,0.047782853,0.0032771248,0.038930137,0.0008917393,0.050633263,0.0064941733
19.0,8.0,0.018893443,0.011037313,0.006631229,0.007331356,0.011425131,0.016503334,0.007374345,0.011570972,0.8381138,0.05113809,0.0035043664,0.007676417,0.008800277
